run_started_at,run_finished_at,run_status,cycle_mode,total_time_s,total_distance_mm,segment_index,queued_at,done_at,segment_status,pass_label,mode,action_label,start_x_mm,start_y_mm,start_z_mm,end_x_mm,end_y_mm,end_z_mm,dx_mm,dy_mm,dz_mm,distance_mm,arc_center_x_mm,arc_center_y_mm,arc_sweep_deg
2026-08-28T14:58:56.549,2026-08-28T14:59:08.325,error_partial,off,11.775656,639.092721,1,2026-08-28T14:58:58.062,2026-08-28T14:59:02.322,done,awal,LINE,,0.000000,0.000000,0.000000,0.000000,0.000000,190.000000,0.000000,0.000000,190.000000,190.000000,,,
2026-08-28T14:58:56.549,2026-08-28T14:59:08.325,error_partial,off,11.775656,639.092721,2,2026-08-28T14:59:02.473,2026-08-28T14:59:03.534,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-28T14:58:56.549,2026-08-28T14:59:08.325,error_partial,off,11.775656,639.092721,3,2026-08-28T14:59:04.557,2026-08-28T14:59:06.029,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-28T14:58:56.549,2026-08-28T14:59:08.325,error_partial,off,11.775656,639.092721,4,2026-08-28T14:59:06.046,,queued_or_interrupted,awal,LINE,,0.000000,0.000000,190.000000,385.000000,105.000000,185.000000,385.000000,105.000000,-5.000000,399.092721,,,
